Target_ID,baseMean,log2FoldChange,lfcSE,pvalue,padj,X,Type,Family,Clan,Gene_ID
TMUE_0000000538.1,679.429984939292,-0.363446623838138,0.200791089419579,0.0576021076258864,0.136187239924378,NA,NA,NA,NA,NA
TMUE_0000000740.1,137.184805570885,1.53803368700643,0.280781260820186,6.28923573939629e-09,6.69136185686535e-08,NA,NA,NA,NA,NA
TMUE_0000000760.1,362.662738425338,-0.500870743330169,0.325172587582856,0.0818321664742244,0.17986647018873,NA,NA,NA,NA,NA
TMUE_0000000767.1,109.572073254088,-1.19666527210476,0.725108349180345,0.0159379283099301,0.0469188902069389,NA,NA,NA,NA,NA
TMUE_0000000969.1,11.6923799362395,-0.087583362129441,0.521228315397509,0.800208047208776,0.886649590002462,306,S,S01A,PA,TMUE_0000000969
TMUE_0000000993.1,289.552951452326,3.06461390731454,0.390287757816349,2.9807269979318e-16,6.63855228745508e-15,NA,NA,NA,NA,NA
TMUE_0000001011.1,4157.92099018118,0.94151207540047,0.192278378481882,3.58154956192297e-07,2.97674423309305e-06,NA,NA,NA,NA,NA
TMUE_0000001536.1,9.47655747630961,-0.0797248133992028,0.667236044367498,0.708741697837505,0.825463159506467,NA,NA,NA,NA,NA
TMUE_0000001584.1,3170.06063751485,2.5009314677717,0.223318572576885,3.16358183898409e-30,1.56621786957259e-28,NA,NA,NA,NA,NA
TMUE_0000001625.1,55.7465033878523,0.521476966715136,0.599768222280856,0.182957091878841,0.329801246334636,NA,NA,NA,NA,NA
TMUE_0000001837.1,862.296208740183,1.23666303640738,0.206209105395837,4.56348359515364e-10,5.53677285053883e-09,NA,NA,NA,NA,NA
TMUE_0000001838.1,11.6923799362395,-0.087583362129441,0.521228315397509,0.800208047208776,0.886649590002462,NA,NA,NA,NA,NA
TMUE_0000001845.1,48.2517692881965,-0.134781658358369,0.475840747127244,0.699306061923668,0.819392871924804,NA,NA,NA,NA,NA
